,Cell IdX,Cell IdY,Cell IdZ,X [mm],Y [mm],Z [mm],Dose,FieldScalingFactor
374,5,7,5,-2.0,6.0,22.0,0.00684408,0.36935475058655126
375,5,8,3,-2.0,10.0,14.0,0.00684408,0.35922289403528346
376,5,8,4,-2.0,10.0,18.0,0.00684408,0.36387079911606324
377,5,8,5,-2.0,10.0,22.0,0.00684408,0.3686328607133965
378,3,9,0,-10.0,14.0,2.0,0.00306407,0.3452865550095224
379,3,9,1,-10.0,14.0,6.0,0.00306407,0.34959255585058346
380,3,9,2,-10.0,14.0,10.0,0.00306407,0.35400008489548246
381,3,10,0,-10.0,18.0,2.0,0.00306407,0.3445159467624589
382,3,10,1,-10.0,18.0,6.0,0.00306407,0.3487944061353663
383,3,10,2,-10.0,18.0,10.0,0.00306407,0.35317307140877424
384,3,11,0,-10.0,22.0,2.0,0.00306407,0.3436545387452657
385,3,11,1,-10.0,22.0,6.0,0.00306407,0.34790231038211633
386,3,11,2,-10.0,22.0,10.0,0.00306407,0.3522488206004545
387,4,9,0,-6.0,14.0,2.0,0.00306407,0.3452860744024198
388,4,9,1,-6.0,14.0,6.0,0.00306407,0.3495920393386968
389,4,9,2,-6.0,14.0,10.0,0.00306407,0.35399952959537995
390,4,10,0,-6.0,18.0,2.0,0.00306407,0.3445068176706561
391,4,10,1,-6.0,18.0,6.0,0.00306407,0.3487849246869102
392,4,10,2,-6.0,18.0,10.0,0.00306407,0.35316321907631004
393,4,11,0,-6.0,22.0,2.0,0.00306407,0.3436367802040716
394,4,11,1,-6.0,22.0,6.0,0.00306407,0.3478838842459676
395,4,11,2,-6.0,22.0,10.0,0.00306407,0.3522296927923678
396,5,9,0,-2.0,14.0,2.0,0.00306407,0.34522919654066864
397,5,9,1,-2.0,14.0,6.0,0.00306407,0.3495331123885176
398,5,9,2,-2.0,14.0,10.0,0.00306407,0.35393845417181913
399,5,10,0,-2.0,18.0,2.0,0.00306407,0.34444162394225253
400,5,10,1,-2.0,18.0,6.0,0.00306407,0.3487173854481051
401,5,10,2,-2.0,18.0,10.0,0.00306407,0.3530932207585107
402,5,11,0,-2.0,22.0,2.0,0.00306407,0.34356332650211585
403,5,11,1,-2.0,22.0,6.0,0.00306407,0.34780779197268863
404,5,11,2,-2.0,22.0,10.0,0.00306407,0.35215083444018963
405,3,9,3,-10.0,14.0,14.0,0.00403229,0.358512739749161
406,3,9,4,-10.0,14.0,18.0,0.00403229,0.36313428819504356
407,3,9,5,-10.0,14.0,22.0,0.00403229,0.367868678260164
408,3,10,3,-10.0,18.0,14.0,0.00403229,0.3576554602376202
409,3,10,4,-10.0,18.0,18.0,0.00403229,0.3622452546115796
410,3,10,5,-10.0,18.0,22.0,0.00403229,0.36694631041817044
411,3,11,3,-10.0,22.0,14.0,0.00403229,0.35669749878431206
412,3,11,4,-10.0,22.0,18.0,0.00403229,0.36125193223947694
413,3,11,5,-10.0,22.0,22.0,0.00403229,0.3659158752096767
414,4,9,3,-6.0,14.0,14.0,0.00403229,0.3585121425158558
415,4,9,4,-6.0,14.0,18.0,0.00403229,0.36313364559508987
416,4,9,5,-6.0,14.0,22.0,0.00403229,0.36786798654170316
417,4,10,3,-6.0,18.0,14.0,0.00403229,0.3576452172528816
418,4,10,4,-6.0,18.0,18.0,0.00403229,0.3622345998639624
419,4,10,5,-6.0,18.0,22.0,0.00403229,0.36693522134358125
420,4,11,3,-6.0,22.0,14.0,0.00403229,0.35667763301570576
421,4,11,4,-6.0,22.0,18.0,0.00403229,0.3612312898351608
422,4,11,5,-6.0,22.0,22.0,0.00403229,0.3658944149165254
423,5,9,3,-2.0,14.0,14.0,0.00403229,0.358448813149426
424,5,9,4,-2.0,14.0,18.0,0.00403229,0.3630679502804125
425,5,9,5,-2.0,14.0,22.0,0.00403229,0.36779980624659886
426,5,10,3,-2.0,18.0,14.0,0.00403229,0.35757263934895966
427,5,10,4,-2.0,18.0,18.0,0.00403229,0.36215931441473903
428,5,10,5,-2.0,18.0,22.0,0.00403229,0.3668570923795132
429,5,11,3,-2.0,22.0,14.0,0.00403229,0.3565958733054308
430,5,11,4,-2.0,22.0,18.0,0.00403229,0.3611464851424326
431,5,11,5,-2.0,22.0,22.0,0.00403229,0.36580641264835845
432,6,0,0,2.0,-22.0,2.0,0.00318497,0.3480371968296253
433,6,0,1,2.0,-22.0,6.0,0.00318497,0.35244216830908354
434,6,0,2,2.0,-22.0,10.0,0.00318497,0.35695346059793326
435,6,1,0,2.0,-18.0,2.0,0.00318497,0.3480965085608877
436,6,1,1,2.0,-18.0,6.0,0.00318497,0.3525036317092835
437,6,1,2,2.0,-18.0,10.0,0.00318497,0.3570171809511751
438,6,2,0,2.0,-14.0,2.0,0.00318497,0.34805919290125303
439,6,2,1,2.0,-14.0,6.0,0.00318497,0.3524649702476803
440,6,2,2,2.0,-14.0,10.0,0.00318497,0.35697710832710056
441,7,0,0,6.0,-22.0,2.0,0.00318497,0.3479412245301907
442,7,0,1,6.0,-22.0,6.0,0.00318497,0.3523427188009678
443,7,0,2,6.0,-22.0,10.0,0.00318497,0.356850364010221
444,7,1,0,6.0,-18.0,2.0,0.00318497,0.3479920319701002
445,7,1,1,6.0,-18.0,6.0,0.00318497,0.35239537008536753
446,7,1,2,6.0,-18.0,10.0,0.00318497,0.35690494940345263
447,7,2,0,6.0,-14.0,2.0,0.00318497,0.34794628175533215
448,7,2,1,6.0,-14.0,6.0,0.00318497,0.3523479704979213
449,7,2,2,6.0,-14.0,10.0,0.00318497,0.3568558203779345
450,8,0,0,10.0,-22.0,2.0,0.00318497,0.34778780755642863
451,8,0,1,10.0,-22.0,6.0,0.00318497,0.35218374800346725
452,8,0,2,10.0,-22.0,10.0,0.00318497,0.3566855683608377
453,8,1,0,10.0,-18.0,2.0,0.00318497,0.34783011437228567
454,8,1,1,10.0,-18.0,6.0,0.00318497,0.35222759105622775
455,8,1,2,10.0,-18.0,10.0,0.00318497,0.3567310229105416
456,8,2,0,10.0,-14.0,2.0,0.00318497,0.347775974078142
457,8,2,1,10.0,-14.0,6.0,0.00318497,0.3521715005198178
458,8,2,2,10.0,-14.0,10.0,0.00318497,0.35667288756052123
459,6,0,3,2.0,-22.0,14.0,0.00386096,0.36157496413682266
460,6,0,4,2.0,-22.0,18.0,0.00386096,0.36631076121975714
461,6,0,5,2.0,-22.0,22.0,0.00386096,0.3711651379487049
462,6,1,3,2.0,-18.0,14.0,0.00386096,0.36164105324243123
463,6,1,4,2.0,-18.0,18.0,0.00386096,0.3663793378818084
464,6,1,5,2.0,-18.0,22.0,0.00386096,0.37123632850902516
465,6,2,3,2.0,-14.0,14.0,0.00386096,0.3615995000877936
466,6,2,4,2.0,-14.0,18.0,0.00386096,0.36633623052310993
467,6,2,5,2.0,-14.0,22.0,0.00386096,0.3711915886434528
468,7,0,3,6.0,-22.0,14.0,0.00386096,0.3614680401072601
469,7,0,4,6.0,-22.0,18.0,0.00386096,0.3661998181082373
470,7,0,5,6.0,-22.0,22.0,0.00386096,0.37104997198125533
471,7,1,3,6.0,-18.0,14.0,0.00386096,0.36152465546261076
472,7,1,4,6.0,-18.0,18.0,0.00386096,0.3662585652881687
473,7,1,5,6.0,-18.0,22.0,0.00386096,0.37111095931493343
474,7,2,3,6.0,-14.0,14.0,0.00386096,0.36147371202729306
475,7,2,4,6.0,-14.0,18.0,0.00386096,0.3662057172006084
476,7,2,5,6.0,-14.0,22.0,0.00386096,0.3710561106657263
477,8,0,3,10.0,-22.0,14.0,0.00386096,0.36129713186090123
478,8,0,4,10.0,-22.0,18.0,0.00386096,0.36602249155165706
479,8,0,5,10.0,-22.0,22.0,0.00386096,0.370865902071286
480,8,1,3,10.0,-18.0,14.0,0.00386096,0.3613442778315432
481,8,1,4,10.0,-18.0,18.0,0.00386096,0.36607141388223036
482,8,1,5,10.0,-18.0,22.0,0.00386096,0.37091669109801245
483,8,2,3,10.0,-14.0,14.0,0.00386096,0.36128399730874194
484,8,2,4,10.0,-14.0,18.0,0.00386096,0.3660088816104467
485,8,2,5,10.0,-14.0,22.0,0.00386096,0.3708517938173737
486,6,3,0,2.0,-10.0,2.0,0.000133362,0.34792529227348756
487,6,3,1,2.0,-10.0,6.0,0.000133362,0.35232622891218746
488,6,3,2,2.0,-10.0,10.0,0.000133362,0.35683329046663675
489,6,4,0,2.0,-6.0,2.0,0.000133362,0.34769500914912344
490,6,4,1,2.0,-6.0,6.0,0.000133362,0.35208762248631315
491,6,4,2,2.0,-6.0,10.0,0.000133362,0.3565859553733318
492,6,5,0,2.0,-2.0,2.0,0.000133362,0.3473687052452163
493,6,5,1,2.0,-2.0,6.0,0.000133362,0.3517495346769724
494,6,5,2,2.0,-2.0,10.0,0.000133362,0.356235510365317
495,7,3,0,6.0,-10.0,2.0,0.000133362,0.3478040239176898
496,7,3,1,6.0,-10.0,6.0,0.000133362,0.35220057309509184
497,7,3,2,6.0,-10.0,10.0,0.000133362,0.3567030332363028
498,7,4,0,6.0,-6.0,2.0,0.000133362,0.34756546832835594
499,7,4,1,6.0,-6.0,6.0,0.000133362,0.35195340050155866
500,7,4,2,6.0,-6.0,10.0,0.000133362,0.3564468242966114
501,7,5,0,6.0,-2.0,2.0,0.000133362,0.34723098387495893
502,7,5,1,6.0,-2.0,6.0,0.000133362,0.3516068440166263
503,7,5,2,6.0,-2.0,10.0,0.000133362,0.3560876089210248
504,8,3,0,10.0,-10.0,2.0,0.000133362,0.3476254442381937
505,8,3,1,10.0,-10.0,6.0,0.000133362,0.3520155374360708
506,8,3,2,10.0,-10.0,10.0,0.000133362,0.356511227084737
507,8,4,0,10.0,-6.0,2.0,0.000133362,0.34737874193614854
508,8,4,1,10.0,-6.0,6.0,0.000133362,0.3517599320676356
509,8,4,2,10.0,-6.0,10.0,0.000133362,0.3562462858948336
510,8,5,0,10.0,-2.0,2.0,0.000133362,0.34703624293346885
511,8,5,1,10.0,-2.0,6.0,0.000133362,0.35140508298397727
512,8,5,2,10.0,-2.0,10.0,0.000133362,0.3558784870468903
513,6,3,3,2.0,-10.0,14.0,0.000273327,0.3614503553709646
514,6,3,4,2.0,-10.0,18.0,0.000273327,0.366181493020788
515,6,3,5,2.0,-10.0,22.0,0.000273327,0.37103097564975246
516,6,4,3,2.0,-6.0,14.0,0.000273327,0.36119386130257564
517,6,4,4,2.0,-6.0,18.0,0.000273327,0.3659153828664603
518,6,4,5,2.0,-6.0,22.0,0.000273327,0.3707547634702294
519,6,5,3,2.0,-2.0,14.0,0.000273327,0.36083045057425445
520,6,5,4,2.0,-2.0,18.0,0.000273327,0.36553836004274126
521,6,5,5,2.0,-2.0,22.0,0.000273327,0.37036344146681094
522,7,3,3,6.0,-10.0,14.0,0.000273327,0.3613152695907329
523,7,3,4,6.0,-10.0,18.0,0.000273327,0.36604133738341377
524,7,3,5,6.0,-10.0,22.0,0.000273327,0.3708854936046736
525,7,4,3,6.0,-6.0,14.0,0.000273327,0.36104957918587927
526,7,4,4,6.0,-6.0,18.0,0.000273327,0.3657656926958274
527,7,4,5,6.0,-6.0,22.0,0.000273327,0.3705993920277017
528,7,5,3,6.0,-2.0,14.0,0.000273327,0.360677082032452
529,7,5,4,6.0,-2.0,18.0,0.000273327,0.36537925216758665
530,7,5,5,6.0,-2.0,22.0,0.000273327,0.3701983049009573
531,8,3,3,10.0,-10.0,14.0,0.000273327,0.3611163590749655
532,8,3,4,10.0,-10.0,18.0,0.000273327,0.3658349678278205
533,8,3,5,10.0,-10.0,22.0,0.000273327,0.37067128795698406
534,8,4,3,10.0,-6.0,14.0,0.000273327,0.3608416227451673
535,8,4,4,10.0,-6.0,18.0,0.000273327,0.3655499484994938
536,8,4,5,10.0,-6.0,22.0,0.000273327,0.37037546708108954
537,8,5,3,10.0,-2.0,14.0,0.000273327,0.3604602376861708
538,8,5,4,10.0,-2.0,18.0,0.000273327,0.36515430128745485
539,8,5,5,10.0,-2.0,22.0,0.000273327,0.369964839307705
540,6,6,0,2.0,2.0,2.0,0.000193428,0.3469469000648458
541,6,6,1,2.0,2.0,6.0,0.000193428,0.35131251652962997
542,6,6,2,2.0,2.0,10.0,0.000193428,0.3557825403526265
543,6,7,0,2.0,6.0,2.0,0.000193428,0.3464302687922768
544,6,7,1,2.0,6.0,6.0,0.000193428,0.35077728414296616
545,6,7,2,2.0,6.0,10.0,0.000193428,0.3552278053535497
546,6,8,0,2.0,10.0,2.0,0.000193428,0.3458196395587728
547,6,8,1,2.0,10.0,6.0,0.000193428,0.3501447157008634
548,6,8,2,2.0,10.0,10.0,0.000193428,0.3545722372697262
549,7,6,0,6.0,2.0,2.0,0.000193428,0.3468010969835431
550,7,6,1,6.0,2.0,6.0,0.000193428,0.3511614620093375
551,7,6,2,6.0,2.0,10.0,0.000193428,0.35562597977158045
552,7,7,0,6.0,6.0,2.0,0.000193428,0.34627648949671586
553,7,7,1,6.0,6.0,6.0,0.000193428,0.35061797761480434
554,7,7,2,6.0,6.0,10.0,0.000193428,0.3550627043066494
555,7,8,0,6.0,10.0,2.0,0.000193428,0.3456579959238871
556,7,8,1,6.0,10.0,6.0,0.000193428,0.34997727574944
557,7,8,2,6.0,10.0,10.0,0.000193428,0.3543987215379816
558,8,6,0,10.0,2.0,2.0,0.000193428,0.34659848017448974
559,8,6,1,10.0,2.0,6.0,0.000193428,0.35095155543838175
560,8,6,2,10.0,2.0,10.0,0.000193428,0.3554084304774183
561,8,7,0,10.0,6.0,2.0,0.000193428,0.3460661416496848
562,8,7,1,10.0,6.0,6.0,0.000193428,0.35040007904824894
563,8,7,2,10.0,6.0,10.0,0.000193428,0.35483689048274847
564,8,8,0,10.0,10.0,2.0,0.000193428,0.34544006763312074
565,8,8,1,10.0,10.0,6.0,0.000193428,0.3497515447966784
566,8,8,2,10.0,10.0,10.0,0.000193428,0.35416481246148784
567,6,6,3,2.0,2.0,14.0,0.000419641,0.36036074448439537
568,6,6,4,2.0,2.0,18.0,0.000419641,0.36505108498189615
569,6,6,5,2.0,2.0,22.0,0.000419641,0.36985771219547947
570,6,7,3,2.0,6.0,14.0,0.000419641,0.35978555023623693
571,6,7,4,2.0,6.0,18.0,0.000419641,0.36445441562359965
572,6,7,5,2.0,6.0,22.0,0.000419641,0.36923848819891253
573,6,8,3,2.0,10.0,14.0,0.000419641,0.3591058574303899
574,6,8,4,2.0,10.0,18.0,0.000419641,0.36374940359628505
575,6,8,5,2.0,10.0,22.0,0.000419641,0.3685068878448016
576,7,6,3,6.0,2.0,14.0,0.000419641,0.3601984076392218
577,7,6,4,6.0,2.0,18.0,0.000419641,0.3648826849322219
578,7,6,5,6.0,2.0,22.0,0.000419641,0.36968294400763696
579,7,7,3,6.0,6.0,14.0,0.000419641,0.35961437108070676
580,7,7,4,6.0,6.0,18.0,0.000419641,0.36427685726158876
581,7,7,5,6.0,6.0,22.0,0.000419641,0.3690542307155725
582,7,8,3,6.0,10.0,14.0,0.000419641,0.35892596947024563
583,7,8,4,6.0,10.0,18.0,0.000419641,0.3635628287262614
584,7,8,5,6.0,10.0,22.0,0.000419641,0.3683132917929333
585,8,6,3,10.0,2.0,14.0,0.000419641,0.3599728410977256
586,8,6,4,10.0,2.0,18.0,0.000419641,0.364648703460852
587,8,6,5,10.0,2.0,22.0,0.000419641,0.3694401250307004
588,8,7,3,10.0,6.0,14.0,0.000419641,0.35938025527073164
589,8,7,4,10.0,6.0,18.0,0.000419641,0.3640340289107144
590,8,7,5,10.0,6.0,22.0,0.000419641,0.3688022536659815
591,8,8,3,10.0,10.0,14.0,0.000419641,0.35868348404472594
592,8,8,4,10.0,10.0,18.0,0.000419641,0.36331134429368933
593,8,8,5,10.0,10.0,22.0,0.000419641,0.36805235944939313
594,6,9,0,2.0,14.0,2.0,0.00460504,0.3451159900996655
595,6,9,1,2.0,14.0,6.0,0.00460504,0.34941584784463886
596,6,9,2,2.0,14.0,10.0,0.00460504,0.35381693594543995
597,6,10,0,2.0,18.0,2.0,0.00460504,0.3443204438277433
598,6,10,1,2.0,18.0,6.0,0.00460504,0.34859187141324194
599,6,10,2,2.0,18.0,10.0,0.00460504,0.3529631645420912
600,6,11,0,2.0,22.0,2.0,0.00460504,0.3434342653522686
601,6,11,1,2.0,22.0,6.0,0.00460504,0.3476741265839755
602,6,11,2,2.0,22.0,10.0,0.00460504,0.35201234426385625
603,7,9,0,6.0,14.0,2.0,0.00460504,0.34494660008429634
604,7,9,1,6.0,14.0,6.0,0.00460504,0.3492403994680919
605,7,9,2,6.0,14.0,10.0,0.00460504,0.3536351380739128
606,7,10,0,6.0,18.0,2.0,0.00460504,0.34414343116804874
607,7,10,1,6.0,18.0,6.0,0.00460504,0.34840854569106644
608,7,10,2,6.0,18.0,10.0,0.00460504,0.3527732234796322
609,7,11,0,6.0,22.0,2.0,0.00460504,0.3432497592442975
610,7,11,1,6.0,22.0,6.0,0.00460504,0.34748306033337995
611,7,11,2,6.0,22.0,10.0,0.00460504,0.35181440499073446
612,8,9,0,10.0,14.0,2.0,0.00460504,0.3447212473148574
613,8,9,1,10.0,14.0,6.0,0.00460504,0.34900700137835583
614,8,9,2,10.0,14.0,10.0,0.00460504,0.35339330894565585
615,8,10,0,10.0,18.0,2.0,0.00460504,0.34391081485342945
616,8,10,1,10.0,18.0,6.0,0.00460504,0.3481676509175545
617,8,10,2,10.0,18.0,10.0,0.00460504,0.35252365495170485
618,8,11,0,10.0,22.0,2.0,0.00460504,0.34301004487764564
619,8,11,1,10.0,22.0,6.0,0.00460504,0.34723484409086114
620,8,11,2,10.0,22.0,10.0,0.00460504,0.35155728268722797
621,6,9,3,2.0,14.0,14.0,0.00555124,0.3583228337801348
622,6,9,4,2.0,14.0,18.0,0.00555124,0.36293728955371657
623,6,9,5,2.0,14.0,22.0,0.00555124,0.36766423024512407
624,6,10,3,2.0,18.0,14.0,0.00555124,0.35743782008383707
625,6,10,4,2.0,18.0,18.0,0.00555124,0.3620194977051781
626,6,10,5,2.0,18.0,22.0,0.00555124,0.366712029299155
627,6,11,3,2.0,22.0,14.0,0.00555124,0.3564523244947612
628,6,11,4,2.0,22.0,18.0,0.00555124,0.36099762958394166
629,6,11,5,2.0,22.0,22.0,0.00555124,0.3656519869100703
630,7,9,3,6.0,14.0,14.0,0.00555124,0.35813437765793593
631,7,9,4,6.0,14.0,18.0,0.00555124,0.3627418475135543
632,7,9,5,6.0,14.0,22.0,0.00555124,0.367461454307521
633,7,10,3,6.0,18.0,14.0,0.00555124,0.3572409431879966
634,7,10,4,6.0,18.0,18.0,0.00555124,0.3618153449415287
635,7,10,5,6.0,18.0,22.0,0.00555124,0.3665002396525771
636,7,11,3,6.0,22.0,14.0,0.00555124,0.35624718055567195
637,7,11,4,6.0,22.0,18.0,0.00555124,0.3607849292138066
638,7,11,5,6.0,22.0,22.0,0.00555124,0.36543135674887284
639,8,9,3,10.0,14.0,14.0,0.00555124,0.3578837084931311
640,8,9,4,10.0,14.0,18.0,0.00555124,0.3624819043365639
641,8,9,5,10.0,14.0,22.0,0.00555124,0.3671917763218034
642,8,10,3,10.0,18.0,14.0,0.00555124,0.35698228187084874
643,8,10,4,10.0,18.0,18.0,0.00555124,0.3615471463401278
644,8,10,5,10.0,18.0,22.0,0.00555124,0.3662220319442626
645,8,11,3,10.0,22.0,14.0,0.00555124,0.3559807238642363
646,8,11,4,10.0,22.0,18.0,0.00555124,0.3605086839269647
647,8,11,5,10.0,22.0,22.0,0.00555124,0.36514484089307964
648,9,0,0,14.0,-22.0,2.0,6.96925e-05,0.3475771626613937
649,9,0,1,14.0,-22.0,6.0,6.96925e-05,0.3519654858800478
650,9,0,2,14.0,-22.0,10.0,6.96925e-05,0.35645931780061163
651,9,1,0,14.0,-18.0,2.0,6.96925e-05,0.3476109823774652
652,9,1,1,14.0,-18.0,6.0,6.96925e-05,0.3520005350410487
653,9,1,2,14.0,-18.0,10.0,6.96925e-05,0.356495656721845
654,9,2,0,14.0,-14.0,2.0,6.96925e-05,0.34754850610065474
655,9,2,1,14.0,-14.0,6.0,6.96925e-05,0.351935810931946
656,9,2,2,14.0,-14.0,10.0,6.96925e-05,0.3564285759441416
657,10,0,0,18.0,-22.0,2.0,6.96925e-05,0.3473095842878617
658,10,0,1,18.0,-22.0,6.0,6.96925e-05,0.35168824478685723
659,10,0,2,18.0,-22.0,10.0,6.96925e-05,0.3561719439210325
660,10,1,0,18.0,-18.0,2.0,6.96925e-05,0.34733494020274525
661,10,1,1,18.0,-18.0,6.0,6.96925e-05,0.35171452476201187
662,10,1,2,18.0,-18.0,10.0,6.96925e-05,0.35619919342996453
663,10,2,0,18.0,-14.0,2.0,6.96925e-05,0.34726419149328563
664,10,2,1,18.0,-14.0,6.0,6.96925e-05,0.3516412344737996
665,10,2,2,18.0,-14.0,10.0,6.96925e-05,0.35612323874341634
666,11,0,0,22.0,-22.0,2.0,6.96925e-05,0.3469854434533731
667,11,0,1,22.0,-22.0,6.0,6.96925e-05,0.35135241826194596
668,11,0,2,22.0,-22.0,10.0,6.96925e-05,0.35582386443806074
669,11,1,0,22.0,-18.0,2.0,6.96925e-05,0.3470023685264062
670,11,1,1,22.0,-18.0,6.0,6.96925e-05,0.3513699639998362
671,11,1,2,22.0,-18.0,10.0,6.96925e-05,0.3558420616179522
672,11,2,0,22.0,-14.0,2.0,6.96925e-05,0.3469234201904216
673,11,2,1,22.0,-14.0,6.0,6.96925e-05,0.35128818472947626
674,11,2,2,22.0,-14.0,10.0,6.96925e-05,0.35575731493098217
675,9,0,3,14.0,-22.0,14.0,0.000127007,0.36106249879816427
676,9,0,4,14.0,-22.0,18.0,0.000127007,0.3657790573560189
677,9,0,5,14.0,-22.0,22.0,0.000127007,0.370613221689865
678,9,1,3,14.0,-18.0,14.0,0.000127007,0.3611001915390206
679,9,1,4,14.0,-18.0,18.0,0.000127007,0.36581817200231104
680,9,1,5,14.0,-18.0,22.0,0.000127007,0.37065383066137914
681,9,2,3,14.0,-14.0,14.0,0.000127007,0.3610306386079553
682,9,2,4,14.0,-14.0,18.0,0.000127007,0.3657460242927826
683,9,2,5,14.0,-14.0,22.0,0.000127007,0.37057895787314993
684,10,0,3,18.0,-22.0,14.0,0.000127007,0.36076449318285714
685,10,0,4,18.0,-22.0,18.0,0.000127007,0.3654698900210849
686,10,0,5,18.0,-22.0,22.0,0.000127007,0.37029232927585787
687,10,1,3,18.0,-18.0,14.0,0.000127007,0.36079276053218473
688,10,1,4,18.0,-18.0,18.0,0.000127007,0.36549922656507383
689,10,1,5,18.0,-18.0,22.0,0.000127007,0.3703227896501527
690,10,2,3,18.0,-14.0,14.0,0.000127007,0.36071401114294166
691,10,2,4,18.0,-14.0,18.0,0.000127007,0.36541754413179456
692,10,2,5,18.0,-14.0,22.0,0.000127007,0.370238027194418
693,11,0,3,22.0,-22.0,14.0,0.000127007,0.36040355871008195
694,11,0,4,22.0,-22.0,18.0,0.000127007,0.3650954611805264
695,11,0,5,22.0,-22.0,22.0,0.000127007,0.36990372653518344
696,11,1,3,22.0,-18.0,14.0,0.000127007,0.36042244004374946
697,11,1,4,22.0,-18.0,18.0,0.000127007,0.3651150614623692
698,11,1,5,22.0,-18.0,22.0,0.000127007,0.3699240828035743
699,11,2,3,22.0,-14.0,14.0,0.000127007,0.3603345811644386
700,11,2,4,22.0,-14.0,18.0,0.000127007,0.36502393671171707
701,11,2,5,22.0,-14.0,22.0,0.000127007,0.369829528936809
702,9,3,0,14.0,-10.0,2.0,4.06186e-05,0.34738979883607046
703,9,3,1,14.0,-10.0,6.0,4.06186e-05,0.3517713824806053
704,9,3,2,14.0,-10.0,10.0,4.06186e-05,0.3562581486048385
705,9,4,0,14.0,-6.0,2.0,4.06186e-05,0.3471350846788248
706,9,4,1,14.0,-6.0,6.0,4.06186e-05,0.3515074873693008
707,9,4,2,14.0,-6.0,10.0,4.06186e-05,0.35598462697195465
708,9,5,0,14.0,-2.0,2.0,4.06186e-05,0.34678474595453845
709,9,5,1,14.0,-2.0,6.0,4.06186e-05,0.35114453110149596
710,9,5,2,14.0,-2.0,10.0,4.06186e-05,0.35560844143010223
711,10,3,0,18.0,-10.0,2.0,4.06186e-05,0.34709741049943743
712,10,3,1,18.0,-10.0,6.0,4.06186e-05,0.3514684506211001
713,10,3,2,18.0,-10.0,10.0,4.06186e-05,0.35594416123714495
714,10,4,0,18.0,-6.0,2.0,4.06186e-05,0.34683482811342115
715,10,4,1,18.0,-6.0,6.0,4.06186e-05,0.3511964180731632
716,10,4,2,18.0,-6.0,10.0,4.06186e-05,0.3556622207827759
717,10,5,0,18.0,-2.0,2.0,4.06186e-05,0.34647683290334236
718,10,5,1,18.0,-2.0,6.0,4.06186e-05,0.35082554891836626
719,10,5,2,18.0,-2.0,10.0,4.06186e-05,0.35527785471424933
720,11,3,0,22.0,-10.0,2.0,4.06186e-05,0.3467486780002656
721,11,3,1,22.0,-10.0,6.0,4.06186e-05,0.3511071647905154
722,11,3,2,22.0,-10.0,10.0,4.06186e-05,0.3555697138499076
723,11,4,0,22.0,-6.0,2.0,4.06186e-05,0.34647837941839177
724,11,4,1,22.0,-6.0,6.0,4.06186e-05,0.35082715599308373
725,11,4,2,22.0,-6.0,10.0,4.06186e-05,0.3552795255826763
726,11,5,0,22.0,-2.0,2.0,4.06186e-05,0.3461129189229061
727,11,5,1,22.0,-2.0,6.0,4.06186e-05,0.35044857664968926
728,11,5,2,22.0,-2.0,10.0,4.06186e-05,0.35488719402074004
729,9,3,3,14.0,-10.0,14.0,4.00098e-05,0.36085391766312835
730,9,3,4,14.0,-10.0,18.0,4.00098e-05,0.3655626967448234
731,9,3,5,14.0,-10.0,22.0,4.00098e-05,0.3703886910701191
732,9,4,3,14.0,-6.0,14.0,4.00098e-05,0.3605702966434222
733,9,4,4,14.0,-6.0,18.0,4.00098e-05,0.36526847414846564
734,9,4,5,14.0,-6.0,22.0,4.00098e-05,0.37008333317852915
735,9,5,3,14.0,-2.0,14.0,4.00098e-05,0.3601802326653782
736,9,5,4,14.0,-2.0,18.0,4.00098e-05,0.36486384236526415
737,9,5,5,14.0,-2.0,22.0,4.00098e-05,0.3696634009967136
738,10,3,3,18.0,-10.0,14.0,4.00098e-05,0.3605283314130316
739,10,3,4,18.0,-10.0,18.0,4.00098e-05,0.36522493451663146
740,10,3,5,18.0,-10.0,22.0,4.00098e-05,0.3700381395097588
741,10,4,3,18.0,-6.0,14.0,4.00098e-05,0.3602359973304494
742,10,4,4,18.0,-6.0,18.0,4.00098e-05,0.36492169103531624
743,10,4,5,18.0,-6.0,22.0,4.00098e-05,0.3697234385584169
744,10,5,3,18.0,-2.0,14.0,4.00098e-05,0.3598374733490647
745,10,5,4,18.0,-2.0,18.0,4.00098e-05,0.36450830730008504
746,10,5,5,18.0,-2.0,22.0,4.00098e-05,0.3692944493299169
747,11,3,3,22.0,-10.0,14.0,4.00098e-05,0.3601400770561138
748,11,3,4,22.0,-10.0,18.0,4.00098e-05,0.36482218783462833
749,11,3,5,22.0,-10.0,22.0,4.00098e-05,0.369620172209973
750,11,4,3,22.0,-6.0,14.0,4.00098e-05,0.35983921146525594
751,11,4,4,22.0,-6.0,18.0,4.00098e-05,0.364510116356342
752,11,4,5,22.0,-6.0,22.0,4.00098e-05,0.36929633327686123
753,11,5,3,22.0,-2.0,14.0,4.00098e-05,0.35943245575716426
754,11,5,4,22.0,-2.0,18.0,4.00098e-05,0.36408822317633244
755,11,5,5,22.0,-2.0,22.0,4.00098e-05,0.3688585448133877
756,9,6,0,14.0,2.0,2.0,5.29901e-05,0.34633932170916826
757,9,6,1,14.0,2.0,6.0,5.29901e-05,0.3506830853624255
758,9,6,2,14.0,2.0,10.0,5.29901e-05,0.35513019869890133
759,9,7,0,14.0,6.0,2.0,5.29901e-05,0.3457995055596908
